市区町村コード,都道府県,市区町村,sub6,mmw
45429,宮崎県,諸塚村,0,0
45430,宮崎県,椎葉村,0,0
45431,宮崎県,美郷町,0,0
45441,宮崎県,高千穂町,0,0
45442,宮崎県,日之影町,0,0
45443,宮崎県,五ヶ瀬町,0,0
46201,鹿児島県,鹿児島市,1,1
46203,鹿児島県,鹿屋市,1,1
46204,鹿児島県,枕崎市,0,0
46206,鹿児島県,阿久根市,0,0
46208,鹿児島県,出水市,0,0
46210,鹿児島県,指宿市,0,0
46213,鹿児島県,西之表市,0,1
46214,鹿児島県,垂水市,0,0
46215,鹿児島県,薩摩川内市,0,1
46216,鹿児島県,日置市,0,0
46217,鹿児島県,曽於市,0,1
46218,鹿児島県,霧島市,1,1
46219,鹿児島県,いちき串木野市,0,0
46220,鹿児島県,南さつま市,0,1
46221,鹿児島県,志布志市,0,0
46222,鹿児島県,奄美市,0,0
46223,鹿児島県,南九州市,0,0
46224,鹿児島県,伊佐市,0,0
46225,鹿児島県,姶良市,0,0
46303,鹿児島県,三島村,0,0
46304,鹿児島県,十島村,0,0
46392,鹿児島県,さつま町,0,0
46404,鹿児島県,長島町,0,0
46452,鹿児島県,湧水町,0,0
46468,鹿児島県,大崎町,0,0
46482,鹿児島県,東串良町,0,0
46490,鹿児島県,錦江町,0,0
46491,鹿児島県,南大隅町,0,0
46492,鹿児島県,肝付町,0,1
46501,鹿児島県,中種子町,0,0
46502,鹿児島県,南種子町,0,0
46505,鹿児島県,屋久島町,0,0
46523,鹿児島県,大和村,0,0
46524,鹿児島県,宇検村,0,0
46525,鹿児島県,瀬戸内町,0,0
46527,鹿児島県,龍郷町,0,0
46529,鹿児島県,喜界町,0,0
46530,鹿児島県,徳之島町,0,0
46531,鹿児島県,天城町,0,0
46532,鹿児島県,伊仙町,0,0
46533,鹿児島県,和泊町,0,0
46534,鹿児島県,知名町,0,0
46535,鹿児島県,与論町,0,0
47201,沖縄県,那覇市,1,0
47205,沖縄県,宜野湾市,1,0
47207,沖縄県,石垣市,1,1
47208,沖縄県,浦添市,0,0
47209,沖縄県,名護市,1,1
47210,沖縄県,糸満市,0,0
47211,沖縄県,沖縄市,1,0
47212,沖縄県,豊見城市,0,0
47213,沖縄県,うるま市,1,1
47214,沖縄県,宮古島市,1,1
47215,沖縄県,南城市,0,0
47301,沖縄県,国頭村,0,0
47302,沖縄県,大宜味村,0,0
47303,沖縄県,東村,0,0
47306,沖縄県,今帰仁村,0,0
47308,沖縄県,本部町,0,0
47311,沖縄県,恩納村,0,0
47313,沖縄県,宜野座村,0,0
47314,沖縄県,金武町,0,0
47315,沖縄県,伊江村,0,0
47324,沖縄県,読谷村,0,0
47325,沖縄県,嘉手納町,0,0
47326,沖縄県,北谷町,0,0
47327,沖縄県,北中城村,0,0
47328,沖縄県,中城村,0,0
47329,沖縄県,西原町,0,0
47348,沖縄県,与那原町,0,0
47350,沖縄県,南風原町,0,0
47353,沖縄県,渡嘉敷村,0,0
47354,沖縄県,座間味村,0,0
47355,沖縄県,粟国村,0,0
47356,沖縄県,渡名喜村,0,0
47357,沖縄県,南大東村,0,0
47358,沖縄県,北大東村,0,0
47359,沖縄県,伊平屋村,0,0
47360,沖縄県,伊是名村,0,0
47361,沖縄県,久米島町,0,0
47362,沖縄県,八重瀬町,0,0
47375,沖縄県,多良間村,0,0
47381,沖縄県,竹富町,0,1
47382,沖縄県,与那国町,0,0
