種別,機種名,シリーズ名,キャリア,初期設定方法を見る,製品画像URL,"4Gデータ通信
（楽天回線／KDDI回線）",5Gデータ通信,"通話
（楽天回線／KDDI回線）","SMS
（楽天回線)","SMS
（KDDI回線)",SMS,確認SIMタイプ,"APN自動設定
海外／国内",接続先回線切替,ETWS,"緊急呼時の高精度な位置情報測位
",デュアルSIM,確認済OS/SWバージョン,特記コメント,Rakuten Link動作確認結果,非公式スマホ,動作確認済モデル番号,備考,記載日,対応製品,AIチャット非表示製品
Apple,iPhone 6s,iPhone,ワイモバイル,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,-,〇,〇,〇,〇,nano,〇,×(楽天回線→パートナー回線のみ○),〇,〇,,iOS 14.4,,〇,×,A1633、A1688、A1700,,2022/7/29,〇,
Apple,iPhone 6s Plus,iPhone,その他（SIMフリースマホ）,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,-,〇,〇,〇,〇,nano,〇,×(楽天回線→パートナー回線のみ○),〇,〇,,iOS 14.4,,〇,×,A1634、A1687、A1699,,2021/4/28,〇,
Apple,iPhone 6s Plus,iPhone,NTTドコモ,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,-,〇,〇,〇,〇,nano,〇,×(楽天回線→パートナー回線のみ○),〇,〇,,iOS 14.4,,〇,×,A1634、A1687、A1699,,2021/4/28,〇,
Apple,iPhone 6s Plus,iPhone,au,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,-,〇,〇,〇,〇,nano,〇,×(楽天回線→パートナー回線のみ○),〇,〇,,iOS 14.4,,〇,×,A1634、A1687、A1699,,2021/4/28,〇,
Apple,iPhone 6s Plus,iPhone,ソフトバンク,https://network.mobile.rakuten.co.jp/guide/setting/ios/,,〇,-,〇,〇,〇,〇,nano,〇,×(楽天回線→パートナー回線のみ○),〇,〇,,iOS 14.4,,〇,×,A1634、A1687、A1699,,2021/4/28,〇,
Androidスマートフォン,AQUOS EVER SH-02J,SHARP,NTTドコモ,,,×(楽天回線のみ○),-,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android 8.0.0 / 03.00.11,,,,,データ通信・通話：楽天回線のみ〇,2020/8/3,,
Androidスマートフォン,AQUOS R SH-03J,SHARP,NTTドコモ,,,×(楽天回線のみ○),-,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android　9　/　03.00.13,,,,,,2020/7/6,,
Androidスマートフォン,AQUOS R2 SH-03K,SHARP,NTTドコモ,,,×,-,×,〇,×,×,nano,△,△,△,△,,Android 10　/ 　03.00.00,,,,,データ通信・通話　→楽天回線のみ〇,2020/6/1,,
Androidスマートフォン,AQUOS R3 SH-04L,SHARP,NTTドコモ,,,×,-,×,〇,×,×,nano,△,△,△,△,,Android　10　/　02.00.02,,,,,データ通信・通話　→楽天回線のみ〇,2020/5/25,,
Androidスマートフォン,AQUOS R5G SH-51A,SHARP,NTTドコモ,,,〇,×,〇,〇,〇,〇,nano,△,△,△,△,,Android　10　/　01.00.08,,,,,,2021/2/15,,
Androidスマートフォン,AQUOS R6 SH-51B,SHARP,NTTドコモ,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 11 / 01.00.08,,,,,,2021/12/8,,
Androidスマートフォン,AQUOS R7 SH-52C,SHARP,NTTドコモ,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 12 / 01.00.01,,,,,,2022/10/7,,
Androidスマートフォン,AQUOS R8 SH-52D,SHARP,NTTドコモ,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 13 / 01.00.05,,,,,,2023/10/2,,
Androidスマートフォン,AQUOS R8 pro SH-51D,SHARP,NTTドコモ,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 13 / 01.00.05,,,,,,2023/10/2,,
Androidスマートフォン,AQUOS sense SH-01K,SHARP,NTTドコモ,,,×(楽天回線のみ○),-,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android　9　/　03.00.05,,,,,,2020/7/6,,
Androidスマートフォン,AQUOS sense2 SH-01L,SHARP,NTTドコモ,,,×,-,×,〇,×,×,nano,△,△,△,△,,Android 9　/ 　02.00.05,,,,,データ通信・通話　→楽天回線のみ〇,2020/6/1,,
Androidスマートフォン,AQUOS sense3 SH-02M,SHARP,NTTドコモ,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android 9　/ 　01.00.07,,,,,,2020/6/8,,
Androidスマートフォン,AQUOS sense4 SH-41A,SHARP,NTTドコモ,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android 11　/ 　02.00.00,,,,,,2021/2/26,,
Androidスマートフォン,AQUOS sense5G SH-53A,SHARP,NTTドコモ,,,〇,〇,〇,〇,〇,〇,nano,△,-,△,△,,Android 11 / 01.00.04,,,,,,2021/6/7,,
Androidスマートフォン,AQUOS sense6 SH-54B,SHARP,NTTドコモ,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 11 / 01.00.02,,,,,,2022/1/12,,
Androidスマートフォン,AQUOS sense8 SH-54D,SHARP,NTTドコモ,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 13 / 01.00.02,,,,,,2023/12/11,,
Androidスマートフォン,AQUOS wish2 SH-51C,SHARP,NTTドコモ,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 12 / 38JP_1_230,,,,,,2022/10/7,,
Androidスマートフォン,AQUOS wish3 SH-53D,SHARP,NTTドコモ,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 13 / 38JP_1_30E,,,,,,2023/12/11,,
Androidスマートフォン,AQUOS zero2 SH-01M,SHARP,NTTドコモ,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android 10　/ 　01.00.02,,,,,,2020/6/1,,
Androidスマートフォン,AQUOS ZETA SH-04H,SHARP,NTTドコモ,,,×(楽天回線のみ○),-,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android 8.0.0 / 03.00.09,,,,,データ通信・通話：楽天回線のみ〇,2020/8/3,,
Androidスマートフォン,AQUOS R Compact SHV41,SHARP,au,,,〇,-,〇,×,×,×,nano,△,△,△,△,,Android　9　/　02.00.06,,,,,,2020/7/6,,
Androidスマートフォン,AQUOS R SHV39,SHARP,au,,,〇,-,×,×,×,×,nano,△,△,△,△,,Android　9　/　03.00.09,,,,,,2020/7/13,,
Androidスマートフォン,AQUOS R2 SHV42,SHARP,au,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android　10　/　03.00.01,,,,,,2020/5/25,,
Androidスマートフォン,AQUOS R3 SHV44,SHARP,au,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android　10　/　02.00.07,,,,,,2020/5/25,,
Androidスマートフォン,AQUOS R5G SHG01,SHARP,au,,,〇,×,〇,〇,〇,〇,nano,△,△,△,△,,Android　10　/　01.00.06,,,,,,2021/2/15,,
Androidスマートフォン,AQUOS sense SHV40,SHARP,au,,,〇,-,〇,×,×,×,nano,△,△,△,△,,Android 9　/ 　03.00.04,,,,,,2020/7/27,,
Androidスマートフォン,AQUOS sense2 SHV43,SHARP,au,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android 9　/ 　02.00.10,,,,,,2020/6/1,,
Androidスマートフォン,AQUOS sense2 かんたん SHV43,SHARP,au,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android 9　/ 　02.00.10,,,,,,2020/6/1,,
Androidスマートフォン,AQUOS sense3 basic SHV48,SHARP,au,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android 10　/ 　02.00.05,,,,,,2021/2/5,,
Androidスマートフォン,AQUOS sense3 plus サウンド SHV46,SHARP,au,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android 9　/ 　3RJP_1_380,,,,,,2020/6/8,,
Androidスマートフォン,AQUOS sense3 SHV45,SHARP,au,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android 9　/ 　01.00.06,,,,,,2020/6/1,,
Androidスマートフォン,AQUOS sense5G SHG03,SHARP,au,,,〇,〇,〇,〇,〇,〇,nano,△,-,△,△,,Android 11 / 01.00.04,,,,,,2021/6/7,,
Androidスマートフォン,AQUOS sense6 SHG05,SHARP,au,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 11 / 01.00.02,,,,,,2022/1/12,,
Androidスマートフォン,AQUOS sense6s SHG07,SHARP,au,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 11 / 01.00.00,,,,,,2022/6/30,,
Androidスマートフォン,AQUOS sense8 SHG11,SHARP,au,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 13 / 01.00.02,,,,,,2023/12/29,,
Androidスマートフォン,AQUOS SERIE mini SHV33,SHARP,au,,,×(楽天回線のみ○),-,×,×,×,×,nano,△,△,△,△,,Android 7.0　/　03.02.11,,,,,,2020/8/3,,
Androidスマートフォン,AQUOS SERIE mini SHV38,SHARP,au,,,〇,-,×,×,×,×,nano,△,△,△,△,,Android　8.0.0　/　02.00.07,,,,,,2020/7/20,,
Androidスマートフォン,AQUOS SERIE SHV34,SHARP,au,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 8.0.0　/　03.02.05,,,,,,2020/8/3,,
Androidスマートフォン,AQUOS U SHV35,SHARP,au,,,〇,-,×,×,×,×,nano,△,△,△,△,,Android 8.0.0 / 03.02.05,,,,,,2020/8/3,,
Androidスマートフォン,AQUOS U SHV37,SHARP,au,,,〇,-,×,×,×,×,nano,△,△,△,△,,Android　8.0.0　/　03.00.05,,,,,,2020/7/20,,
Androidスマートフォン,AQUOS wish SHG06,SHARP,au,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 11 / 3RJP_1_37B,,,,,,2022/3/29,,
Androidスマートフォン,AQUOS wish2 SHG08,SHARP,au,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 12 / 3RJP_1_240,,,,,,2022/12/14,,
Androidスマートフォン,AQUOS Xx-Y 404SH,SHARP,au,,,×(楽天回線のみ○),-,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android 5.0.2　/　S0022,,,,,,2020/8/3,,
Androidスマートフォン,AQUOS zero2 SHV47,SHARP,au,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android 10　/ 　01.00.05,,,,,,2020/6/8,,
Androidスマートフォン,AQUOS zero5G basic DX SHG02,SHARP,au,,,〇,×,〇,〇,〇,〇,nano,△,△,△,△,,Android 10　/ 　3RJP_1_620,,,,,,2021/2/26,,
Androidスマートフォン,AQUOS zero6 SHG04,SHARP,au,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 11 / 01.00.00,,,,,,2022/1/12,,
Androidスマートフォン,AQUOS ea 606SH,SHARP,ソフトバンク,,,×(楽天回線のみ○),-,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android　7.0　/　01.00.00,,,,,,2020/7/13,,
Androidスマートフォン,AQUOS R 605SH,SHARP,ソフトバンク,,,×(楽天回線のみ○),-,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android　9　/　S2010,,,,,,2020/7/13,,
Androidスマートフォン,AQUOS R Compact 701SH,SHARP,ソフトバンク,,,×(楽天回線のみ○),-,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android　9　/　S1008,,,,,,2020/7/6,,
Androidスマートフォン,AQUOS R2 706SH,SHARP,ソフトバンク,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android　10　/　S0003,,,,,,2020/6/8,,
Androidスマートフォン,AQUOS R2 compact 803SH,SHARP,ソフトバンク,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android　10　/　S1001,,,,,,2020/6/1,,
Androidスマートフォン,AQUOS R3 808SH,SHARP,ソフトバンク,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android　10　/　S1007,,,,,,2020/6/1,,
Androidスマートフォン,AQUOS R5G 908SH,SHARP,ソフトバンク,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android　10　/　S0011,,,,,,2021/2/19,,
Androidスマートフォン,AQUOS R6 A101SH,SHARP,ソフトバンク,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 11 / S0028,,,,,,2021/12/8,,
Androidスマートフォン,AQUOS R7 A202SH,SHARP,ソフトバンク,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 12 / 01.00.03,,,,,,2022/10/7,,
Androidスマートフォン,AQUOS R8 pro A301SH,SHARP,ソフトバンク,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 13 / 01.00.09,,,,,,2023/10/2,,
Androidスマートフォン,AQUOS sense3 plus 901SH,SHARP,ソフトバンク,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android 9　/ 　14JP_1_370,,,,,,2020/6/8,,
Androidスマートフォン,AQUOS sense5G A004SH,SHARP,ソフトバンク,,,〇,〇,〇,〇,〇,〇,nano,△,-,△,△,,Android 11 / S0016,,,,,,2021/6/7,,
Androidスマートフォン,AQUOS sense7 plus A208SH,SHARP,ソフトバンク,,,×(楽天回線のみ○),〇,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android 12 / 01.00.04,,,,,,2022/12/14,,
Androidスマートフォン,AQUOS wish 103SH,SHARP,ソフトバンク,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 11 / 14JP_1_430,,,,,,,,
Androidスマートフォン,AQUOS wish3 A302SH-s,SHARP,ソフトバンク,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 13 / 6IJP_1_37A,,,,,,2023/12/29,,
Androidスマートフォン,AQUOS Xx3 506SH,SHARP,ソフトバンク,,,×(楽天回線のみ○),-,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android 8.0.0 / S2014,,,,,,2020/8/3,,
Androidスマートフォン,AQUOS Xx3 mini 603SH,SHARP,ソフトバンク,,,×(楽天回線のみ○),-,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android　8.0.0　/　S1022,,,,,,2020/7/20,,
Androidスマートフォン,AQUOS zero 801SH,SHARP,ソフトバンク,,,×,-,×,〇,×,×,nano,△,△,△,△,,Android　10　/　S1001,,,,,データ通信・通話　→楽天回線のみ〇,2020/6/1,,
Androidスマートフォン,AQUOS zero2 906SH,SHARP,ソフトバンク,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android 10　/ 　S0007,,,,,"APN 自動設定 : 海外動作未確認,国内○",2020/6/15,,
Androidスマートフォン,AQUOS zero5G basic A002SH,SHARP,ソフトバンク,,,〇,×,〇,〇,〇,〇,nano,△,△,△,△,,Android 10　/ 　14JP_1_620,,,,,,2021/2/15,,
Androidスマートフォン,AQUOS zero6 A102SH,SHARP,ソフトバンク,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 11　/ S0007,,,,,,2022/3/29,,
Androidスマートフォン,AQUOS CRYSTAL Y2 403SH,SHARP,ワイモバイル,,,×(楽天回線のみ○),-,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android 5.0.2　/　S0024,,,,,,2020/8/3,,
Androidスマートフォン,AQUOS sense4 basic A003SH,SHARP,ワイモバイル,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android 11　/　S1001,,,,,,2021/2/26,,
Androidスマートフォン,AQUOS wish A104SH,SHARP,ワイモバイル,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 11 / 6BJP_1_41C,,,,,,2022/3/29,,
Androidスマートフォン,AQUOS wish2 A204SH,SHARP,ワイモバイル,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 12 / 6BJP_1_230,,,,,,2022/10/7,,
Androidスマートフォン,AQUOS wish3 A302SH,SHARP,ワイモバイル,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 13 / 6BJP_1_20A,,,,,,2023/9/11,,
Androidスマートフォン,AQUOS mini SH-M03,SHARP,その他（SIMフリースマホ）,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 6.0.1 / 01.00.05,,,,,,2020/7/27,,
Androidスマートフォン,AQUOS R compact SH-M06,SHARP,その他（SIMフリースマホ）,https://network.mobile.rakuten.co.jp/guide/setting/aquos-shm06/,,〇,-,〇,〇,〇,〇,nano,〇,〇,〇,〇,,Android 9 / 02.00.04,,,,,,2020/5/25,〇,
Androidスマートフォン,AQUOS R2 compact SH-M09,SHARP,その他（SIMフリースマホ）,https://network.mobile.rakuten.co.jp/guide/setting/aquos-r2-compact/,,〇,-,〇,〇,〇,〇,nano,〇,〇,〇,〇,,Android 9 / 01.00.08,,,,,,2020/6/1,〇,
Androidスマートフォン,AQUOS R6 SH-M22,SHARP,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano,〇,〇,〇,〇,,Android 11 / 01.00.02,楽天回線対応デバイスです。,,,,,2022/1/21,〇,
Androidスマートフォン,AQUOS sense lite SH-M05,SHARP,その他（SIMフリースマホ）,https://network.mobile.rakuten.co.jp/guide/setting/aquos-shm05/,,〇,-,〇,〇,〇,〇,nano,〇,〇,〇,〇,,Android 9 / 03.00.04,,,,,,2020/6/8,〇,
Androidスマートフォン,AQUOS sense plus SH-M07,SHARP,その他（SIMフリースマホ）,https://network.mobile.rakuten.co.jp/guide/setting/aquos-shm07/,,〇,-,〇,〇,〇,〇,nano,〇,〇,〇,〇,,Android 9 / 02.00.04,,,,,,2020/6/1,〇,
Androidスマートフォン,AQUOS sense2 SH-M08,SHARP,その他（SIMフリースマホ）,https://network.mobile.rakuten.co.jp/guide/setting/aquos-sense2/,,〇,-,〇,〇,〇,〇,nano,〇,〇,〇,〇,,Android 9 / 02.00.04,,,,,,2020/6/1,〇,
Androidスマートフォン,AQUOS sense3 plus SH-M11,SHARP,その他（SIMフリースマホ）,,,〇,-,〇,〇,〇,〇,nano,〇,〇,〇,〇,,Android 9 / 00JP_1_400,,,,,,2020/4/21,〇,
Androidスマートフォン,AQUOS sense3 SH-M12,SHARP,その他（SIMフリースマホ）,,,〇,-,〇,〇,〇,〇,nano,〇,〇,〇,〇,,Android 9 / 01.00.05,,,,,,2020/4/21,〇,
Androidスマートフォン,AQUOS sense4 SH-M15,SHARP,その他（SIMフリースマホ）,,,〇,-,〇,〇,〇,〇,nano,〇,〇,〇,〇,,Android 10 / 01.00.06,,,,,,2021/1/28,〇,
Androidスマートフォン,AQUOS sense4 plus SH-M16,SHARP,その他（SIMフリースマホ）,,,〇,-,〇,〇,〇,〇,nano,〇,〇,〇,〇,,Android 11 / 00JP_V2.130,,,,,,2021/4/16,〇,
Androidスマートフォン,AQUOS sense5G SH-M17,SHARP,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano,〇,〇,〇,〇,,Android 11 / 01.00.00,,,,,,2021/3/16,〇,
Androidスマートフォン,AQUOS sense6 SH-M19,SHARP,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM/eSIM,"Android 11 / 01.00.00	",楽天回線対応デバイスです。,,,,nano＆eSIM　→nano/eSIM に修正,2022/1/21,〇,
Androidスマートフォン,AQUOS sense8 SH-M26,SHARP,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM/eSIM,Android 13 / 01.00.05,楽天回線対応デバイスです。,,,,,2024/1/26,〇,
Androidスマートフォン,AQUOS wish SH-M20,SHARP,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano/eSIM,〇,〇,〇,〇,nanoSIM/eSIM,Android 12 / 00JP_2_21D,楽天回線対応デバイスです。,,,,,2022/8/5,〇,
Androidスマートフォン,AQUOS SH-M04,SHARP,その他（SIMフリースマホ）,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android 6.0.1 / 01.00.09,,,,,,2021/3/9,,
Androidスマートフォン,AQUOS zero SH-M10,SHARP,その他（SIMフリースマホ）,https://network.mobile.rakuten.co.jp/guide/setting/aquos-shm10/,,〇,-,〇,〇,〇,〇,nano,〇,〇,〇,〇,,Android 9 / 01.00.03,,,,,,2020/6/1,〇,
Androidスマートフォン,AQUOS zero2 SH-M13,SHARP,その他（SIMフリースマホ）,,,〇,-,〇,〇,〇,〇,nano,〇,〇,〇,〇,,Android 10 / 01.00.01,,,,,,2020/5/25,〇,
Androidスマートフォン,arrows 5G F-51A,FCNT,NTTドコモ,,,×(楽天回線のみ○),-,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android 10　/　V22R125A ,,,,,,2021/2/5,,
Androidスマートフォン,arrows Be F-04K,FCNT,NTTドコモ,,,×,-,×,〇,×,×,nano,△,△,△,△,,Android 9　/　V51R050A,,,,,データ通信・通話　：楽天回線のみ〇,2020/6/15,,
Androidスマートフォン,arrows Be F-05J,FCNT,NTTドコモ,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 7.1.1　/　V26R045A,,,,,,2020/7/13,,
Androidスマートフォン,arrows Be3 F-02L,FCNT,NTTドコモ,,,×,-,×,〇,×,×,nano,△,△,△,△,,Android 9　/　V20R055D,,,,,データ通信・通話　：楽天回線のみ〇,2020/6/15,,
Androidスマートフォン,arrows Be4 F-41A,FCNT,NTTドコモ,,,×(楽天回線のみ○),-,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android 10　/　V17R065B ,,,,,,2021/2/5,,
Androidスマートフォン,arrows Be4 Plus,FCNT,NTTドコモ,,,×(楽天回線のみ○),-,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android 11　/　V13R066D,,,,,,2021/9/30,,
Androidスマートフォン,arrows NX F-01K,FCNT,NTTドコモ,,,×,-,×,〇,×,×,nano,△,△,△,△,,Android 9 / V75R060C,,,,,,2020/4/22,,
Androidスマートフォン,arrows NX F-01J,FCNT,NTTドコモ,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 8.1.0　/　V76R075F,,,,,,2020/8/3,,
Androidスマートフォン,arrows NX9 F-52A,FCNT,NTTドコモ,,,×(楽天回線のみ○),×,×,〇,×,×,nano,△,△,△,△,,Android 11 / V36R037A,,,,,,2021/6/7,,
Androidスマートフォン,arrows N F-51C,FCNT,NTTドコモ,,,×(楽天回線のみ○),×,×,〇,×,×,nano,△,△,△,△,,Android 12　/　V08R082F,,,,,,2023/4/4,,
Androidスマートフォン,arrows SV F-03H,FCNT,NTTドコモ,,,×,-,×,×,×,×,nano,△,△,△,△,,Android 7.1.1　/　V14R050G,,,,,,2020/7/20,,
Androidスマートフォン,arrows We F-51B,FCNT,NTTドコモ,,,×(楽天回線のみ○),×,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android 11 / V09RD58C,,,,,データ通信・通話　：楽天回線のみ〇,2022/3/29,,
Androidスマートフォン,arrows We FCG01,FCNT,au,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 11 / V12RK59B,,,,,,2022/3/29,,
Androidスマートフォン,arrows U 801FJ,FCNT,ソフトバンク,,,×,-,×,〇,×,×,nano,△,△,△,△,,Android 10　/　V37R043A,,,,,データ通信・通話　：楽天回線のみ〇,2020/6/15,,
Androidスマートフォン,arrows We A101FC,FCNT,ソフトバンク,,,×(楽天回線のみ○),〇,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android 11 / V17RS58C,,,,,データ通信・通話　：楽天回線のみ〇,2022/3/29,,
Androidスマートフォン,arrows BZ02,FCNT,その他（SIMフリースマホ）,,,〇,-,〇,〇,〇,〇,nano,〇,〇,〇,〇,,Android 11 / V05RB52F,楽天回線対応デバイスです。,,,,,2022/8/5,〇,
Androidスマートフォン,arrows BZ03,FCNT,その他（SIMフリースマホ）,,,〇,〇,〇,〇,〇,〇,nano&eSIM,△,〇,〇,〇,,Android 12 / V01RH64H,,,,,,2023/1/30,,
Androidスマートフォン,arrows M03,FCNT,その他（SIMフリースマホ）,,,〇,-,×,〇,×,×,nano,△,△,△,△,,Android 6.0.1　/　V08R057B,,,,,,2020/7/27,,
Androidスマートフォン,arrows M04,FCNT,その他（SIMフリースマホ）,,,〇,-,×,〇,×,×,nano,△,△,△,△,,Android 7.1.1　/　V05R043B,,,,,,2020/7/13,,
Androidスマートフォン,arrows M05,FCNT,その他（SIMフリースマホ）,,,〇,-,〇,〇,〇,〇,nano,△,△,△,△,,Android 9　/　V03R009A,,,,,,2020/6/15,,
Androidスマートフォン,BALMUDA Phone A101BM,その他,ソフトバンク,,,〇,〇,〇,〇,〇,〇,nano,△,△,△,△,,Android 11 / 1.040PO,,,,,,2022/3/29,,
Androidスマートフォン,Galaxy A21 SC-42A,Samsung,NTTドコモ,,,×(楽天回線のみ○),-,×(楽天回線のみ○),〇,×,×,nano,一部〇の可能性あり,△,△,△,,Android　11　/　QP1A.190711.020.SC42AOMU1ATI7,,,,,"データ通信・通話：楽天回線のみ〇
APN 自動設定 : 海外動作未確認,国内○",2021/2/5,,
Androidスマートフォン,Galaxy A22 5G SC-56B,Samsung,NTTドコモ,,,×(楽天回線のみ○),×,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android 11 / RP1A.200720.012.SC56BOMU1AUJ8,,,,,,2022/3/29,,
Androidスマートフォン,Galaxy A41 SC-41A,Samsung,NTTドコモ,,,×(楽天回線のみ○),-,×(楽天回線のみ○),〇,×,×,nano,一部〇の可能性あり,△,△,△,,Android　10　/　QP1A.190711.020.SC41AOMU1ATK1,,,,,"データ通信・通話：楽天回線のみ〇
APN 自動設定 : 海外動作未確認,国内○",2021/2/5,,
Androidスマートフォン,Galaxy A51 5G SC-54A,Samsung,NTTドコモ,,,×(楽天回線のみ○),×,×(楽天回線のみ○),〇,×,×,nano,一部〇の可能性あり,△,△,△,,Android　10　/　QP1A.190711.020.SC54AOMU1ATK2,,,,,"データ通信・通話：楽天回線のみ〇
APN 自動設定 : 海外動作未確認,国内○",2021/2/26,,
Androidスマートフォン,Galaxy A52 5G SC-53B,Samsung,NTTドコモ,,,×(楽天回線のみ○),×,×(楽天回線のみ○),〇,×,×,nano,△,△,△,△,,Android　11　/　RP1A.200720.012.SC53BOMU1AUF1,,,,,,2021/9/30,,
Androidスマートフォン,Galaxy A54 5G SC-53D,Samsung,NTTドコモ,,,〇,×,〇,〇,〇,〇,nano,△,△,△,△,,Android 13 / TP1A.220624.014.SC53DOMU1AWD4,,,,,,2023/7/6,,
Androidスマートフォン,Galaxy Feel SC-04J,Samsung,NTTドコモ,,,×(楽天回線のみ○),-,×,〇,×,×,nano,△,△,△,△,,Android　8.0.0　/　R16NW.SC04JOMU1BSK1,,,,,,2020/7/13,,
Androidスマートフォン,Galaxy Feel2 SC-02L,Samsung,NTTドコモ,,,×,-,×,〇,×,×,nano,△,△,△,△,,Android　9　/　PPR1.180610.011.SC02LOMU1BTB1,,,,,"APN 自動設定 : 海外動作未確認,国内○",2020/6/1,,
Androidスマートフォン,Galaxy Note10+ SC-01M,Samsung,NTTドコモ,,,×,-,×,〇,×,×,nano,△,△,△,△,,Android　10　/　QP1A.190711.020.SC01MOMU1BTB1,,,,,"データ通信・通話　：楽天回線のみ〇
APN 自動設定 : 海外動作未確認,国内○",2020/5/25,,
Androidスマートフォン,Galaxy Note8 SC-01K,Samsung,NTTドコモ,,,×(楽天回線のみ○),-,×,〇,×,×,nano,△,△,△,△,,Android　9　/　PPR1.180610.011.SC01KOMU1CSL1,,,,,,2020/7/13,,
