key_code,key_code2,directory1,directory2,pref,city,kv_img,kv_cth_pc,kv_cth_sp,kv_notice_txt,kvbn1_img_pc,kvbn1_img_sp,kvbn1_alt,kvbn1_url,kvbn1_blank,cover_ratio,attention1_title,attention1_url,attention2_title,attention2_url,attention3_title,attention3_url,attention4_title,attention4_url,attention5_title,attention5_url,area_map,os_video,os_live,os_game,os_music,os_dl,os_ul,os_utilization,os_out-of-range,os_consistent-quality,search_city,x_account,x_bn_pc,x_bn_sp,bn1_img_pc,bn1_img_sp,bn1_alt,bn1_url,bn1_blank,bn2_img_pc,bn2_img_sp,bn2_alt,bn2_url,bn2_blank,us_title,us_ratio,us_voice ,uv1_img,uv1_title,uv1_url,uv2_img,uv2_title,uv2_url,uv3_img,uv3_title,uv3_url,q1_n,q1_img_pc,q1_img_sp,q1_percentage,q1_disclaimer,q2_n,q2_img_pc,q2_img_sp,q2_percentage,q2_disclaimer,q_prefecture
mie_pref,mie_pref,mie,,三重県,,kv_mie.jpg,catch-pc.png?231212,catch-sp.png?231212,※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出,,,,,,99.91%,,,,,,,,,,,mie_map.png?231122,1,1,1,1,,1,,,,,RM__TokaiHoku,bnr-twitter-tokai-pc.png,bnr-twitter-tokai-sp.png,,,,,,,,,,,,,,uv1_mie.jpg,スマホの使い方が変わった！思いっきりインターネットが楽しめる,https://network.mobile.rakuten.co.jp/uservoice/14/,uv2_mie.jpg,家族で乗り換え！シンプルなワンプランでスマホ代も安心,https://network.mobile.rakuten.co.jp/uservoice/43/,,,,508,q_img_1_pc.png,q_img_1_sp.png,81,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,600,q_img_2_pc.png,q_img_2_sp.png,85,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
mie_24202,mie_yokkaichi,mie,24202,三重県,四日市市,kv_24202.jpg,catch-pc.png?231212,catch-sp.png?231212,※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出,,,,,,100.00%,,,,,,,,,,,map_24202.png,,,1,,,1,,1,1,四日市市,RM__TokaiHoku,bnr-twitter-tokai-pc.png,bnr-twitter-tokai-sp.png,,,,,,,,,,,,,,,,,,,,,,,115,q_img_1_pc.png,q_img_1_sp.png,90,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,134,q_img_2_pc.png,q_img_2_sp.png,90,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
shiga_pref,shiga_pref,shiga,,滋賀県,,kv_shiga.jpg,kv_cth_kansai_pc.png?231212,kv_cth_kansai_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。関西エリアとは、滋賀県、京都府、大阪府、兵庫県、奈良県、和歌山県を指す。",,,,,,99.98%,,,,,,,,,,,shiga_map.png?231122,1,1,,1,,1,1,,1,,RM__Kansai,bnr-twitter-kansai-pc.png,bnr-twitter-kansai-sp.png,,,,,,,,,,,,,,uv1_shiga.jpg,滋賀県内でもデータ通信が快適。夫婦で毎月約2万円の節約！,https://network.mobile.rakuten.co.jp/uservoice/06/,,,,,,,498,q_img_1_pc.png,q_img_1_sp.png,87,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,600,q_img_2_pc.png,q_img_2_sp.png,86,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
shiga_25201,shiga_otsu,shiga,25201,滋賀県,大津市,kv_25201.jpg,kv_cth_kansai_pc.png?231212,kv_cth_kansai_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。関西エリアとは、滋賀県、京都府、大阪府、兵庫県、奈良県、和歌山県を指す。",,,,,,100.00%,,,,,,,,,,,map_25201.png,1,,1,,,1,1,,1,大津市,RM__Kansai,bnr-twitter-kansai-pc.png,bnr-twitter-kansai-sp.png,,,,,,,,,,,,,,,,,,,,,,,150,q_img_1_pc.png,q_img_1_sp.png,86,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,182,q_img_2_pc.png,q_img_2_sp.png,88,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
nara_pref,nara_pref,nara,,奈良県,,kv_nara.jpg,kv_cth_kansai_pc.png?231212,kv_cth_kansai_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。関西エリアとは、滋賀県、京都府、大阪府、兵庫県、奈良県、和歌山県を指す。",,,,,,99.88%,,,,,,,,,,,nara_map.png?231122,1,1,,,1,1,1,,1,,RM__Kansai,bnr-twitter-kansai-pc.png,bnr-twitter-kansai-sp.png,,,,,,,,,,,,,,,,,,,,,,,519,q_img_1_pc.png,q_img_1_sp.png,85,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,600,q_img_2_pc.png,q_img_2_sp.png,81,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
nara_29201,nara_nara,nara,29201,奈良県,奈良市,kv_29201.jpg,kv_cth_kansai_pc.png?231212,kv_cth_kansai_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。関西エリアとは、滋賀県、京都府、大阪府、兵庫県、奈良県、和歌山県を指す。",,,,,,99.98%,,,,,,,,,,,map_29201.png,1,,1,,,1,1,1,,奈良市,RM__Kansai,bnr-twitter-kansai-pc.png,bnr-twitter-kansai-sp.png,,,,,,,,,,,,,,,,,,,,,,,519,q_img_1_pc.png,q_img_1_sp.png,85,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,600,q_img_2_pc.png,q_img_2_sp.png,81,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,1
wakayama_pref,wakayama_pref,wakayama,,和歌山県,,kv_wakayama.jpg,kv_cth_kansai_pc.png?231212,kv_cth_kansai_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。関西エリアとは、滋賀県、京都府、大阪府、兵庫県、奈良県、和歌山県を指す。",,,,,,99.77%,,,,,,,,,,,wakayama_map.png?231122,,,,,,,,,,,RM__Kansai,bnr-twitter-kansai-pc.png,bnr-twitter-kansai-sp.png,,,,,,,,,,,,,,,,,,,,,,,325,q_img_1_pc.png,q_img_1_sp.png,86,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,370,q_img_2_pc.png,q_img_2_sp.png,82,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
wakayama_30201,wakayama_wakayama,wakayama,30201,和歌山県,和歌山市,kv_30201.jpg,kv_cth_kansai_pc.png?231212,kv_cth_kansai_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。関西エリアとは、滋賀県、京都府、大阪府、兵庫県、奈良県、和歌山県を指す。",,,,,,100.00%,,,,,,,,,,,map_30201.png,1,,1,,,1,1,,,和歌山市,RM__Kansai,bnr-twitter-kansai-pc.png,bnr-twitter-kansai-sp.png,,,,,,,,,,,,,,,,,,,,,,,156,q_img_1_pc.png,q_img_1_sp.png,87,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,179,q_img_2_pc.png,q_img_2_sp.png,82,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
kyoto_pref,kyoto_pref,kyoto,,京都府,,kv_kyoto.jpg,kv_cth_kansai_pc.png?231212,kv_cth_kansai_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。関西エリアとは、滋賀県、京都府、大阪府、兵庫県、奈良県、和歌山県を指す。",,,,,,99.86%,,,,,,,,,,,kyoto_map.png?231122,1,1,1,,,1,1,,1,,RM__Kansai,bnr-twitter-kansai-pc.png,bnr-twitter-kansai-sp.png,bnr_newopen_pc.png,bnr_newopen_sp.png,4月26日 京都桂川店OPEN,https://network.mobile.rakuten.co.jp/shop-detail/8506/?scid=areanews_kyotoshi0426,,,,,,,,,,,,,,,,,,,523,q_img_1_pc.png,q_img_1_sp.png,84,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,600,q_img_2_pc.png,q_img_2_sp.png,83,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
kyoto_26101,kyoto_kyoto,kyoto,26101,京都府,京都市,kv_26101.jpg,kv_cth_kansai_pc.png?231212,kv_cth_kansai_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。関西エリアとは、滋賀県、京都府、大阪府、兵庫県、奈良県、和歌山県を指す。",,,,,,99.97%,,,,,,,,,,,map_26101.png,1,,1,,,1,1,,1,京都市,RM__Kansai,bnr-twitter-kansai-pc.png,bnr-twitter-kansai-sp.png,bnr_newopen_pc.png,bnr_newopen_sp.png,4月26日 京都桂川店OPEN,https://network.mobile.rakuten.co.jp/shop-detail/8506/?scid=areanews_kyotofu0426,,,,,,,,,,,,,,,,,,,329,q_img_1_pc.png,q_img_1_sp.png,84,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,378,q_img_2_pc.png,q_img_2_sp.png,84,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
osaka_pref,osaka_pref,osaka,,大阪府,,kv_osaka.jpg,kv_cth_kansai_pc.png?231212,kv_cth_kansai_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。関西エリアとは、滋賀県、京都府、大阪府、兵庫県、奈良県、和歌山県を指す。",,,,,,100.00%,,,,,,,,,,,osaka_map.png?231122,1,1,,1,,1,,,,,RM__Kansai,bnr-twitter-kansai-pc.png,bnr-twitter-kansai-sp.png,,,,,,,,,,,,,,uv1_osaka.jpg,3世代家族みんなで楽天モバイル。使い放題で家族全員が楽しめる,https://network.mobile.rakuten.co.jp/uservoice/04/,uv2_osaka.jpg,携帯電話の月々のお支払いは全額楽天ポイント利用！自宅の回線として活用しています,https://network.mobile.rakuten.co.jp/uservoice/49/,uv3_osaka.jpg,データ通信が思い切り使えて便利！楽天経済圏も活用しています,https://network.mobile.rakuten.co.jp/uservoice/55/,1053,q_img_1_pc.png,q_img_1_sp.png,84,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,1200,q_img_2_pc.png,q_img_2_sp.png,84,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
osaka_27227,osaka_higashiosaka,osaka,27227,大阪府,東大阪市,kv_27227.jpg,kv_cth_kansai_pc.png?231212,kv_cth_kansai_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。関西エリアとは、滋賀県、京都府、大阪府、兵庫県、奈良県、和歌山県を指す。",,,,,,100.00%,,,,,,,,,,,map_27227.png,1,,1,,,1,1,1,1,東大阪市,RM__Kansai,bnr-twitter-kansai-pc.png,bnr-twitter-kansai-sp.png,,,,,,,,,,,,,,,,,,,,,,,1053,q_img_1_pc.png,q_img_1_sp.png,84,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,1200,q_img_2_pc.png,q_img_2_sp.png,84,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,1
osaka_27215,osaka_neyagawa,osaka,27215,大阪府,寝屋川市,kv_27215.jpg,kv_cth_kansai_pc.png?231212,kv_cth_kansai_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。関西エリアとは、滋賀県、京都府、大阪府、兵庫県、奈良県、和歌山県を指す。",,,,,,100.00%,,,,,,,,,,,map_27215.png,1,,1,,,1,1,1,1,寝屋川市,RM__Kansai,bnr-twitter-kansai-pc.png,bnr-twitter-kansai-sp.png,,,,,,,,,,,,,,,,,,,,,,,1053,q_img_1_pc.png,q_img_1_sp.png,84,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,1200,q_img_2_pc.png,q_img_2_sp.png,84,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,1
osaka_27212,osaka_yao,osaka,27212,大阪府,八尾市,kv_27212.jpg,kv_cth_kansai_pc.png?231212,kv_cth_kansai_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。関西エリアとは、滋賀県、京都府、大阪府、兵庫県、奈良県、和歌山県を指す。",,,,,,100.00%,,,,,,,,,,,map_27212.png,,,1,,,1,,1,1,八尾市,RM__Kansai,bnr-twitter-kansai-pc.png,bnr-twitter-kansai-sp.png,,,,,,,,,,,,,,,,,,,,,,,1053,q_img_1_pc.png,q_img_1_sp.png,84,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,1200,q_img_2_pc.png,q_img_2_sp.png,84,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,1
osaka_27211,osaka_ibaraki,osaka,27211,大阪府,茨木市,kv_27211.jpg,kv_cth_kansai_pc.png?231212,kv_cth_kansai_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。関西エリアとは、滋賀県、京都府、大阪府、兵庫県、奈良県、和歌山県を指す。",,,,,,100.00%,,,,,,,,,,,map_27211.png,1,,1,,1,1,1,1,1,茨木市,RM__Kansai,bnr-twitter-kansai-pc.png,bnr-twitter-kansai-sp.png,,,,,,,,,,,,,,,,,,,,,,,1053,q_img_1_pc.png,q_img_1_sp.png,84,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,1200,q_img_2_pc.png,q_img_2_sp.png,84,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,1
osaka_27210,osaka_hirakata,osaka,27210,大阪府,枚方市,kv_27210.jpg,kv_cth_kansai_pc.png?231212,kv_cth_kansai_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。関西エリアとは、滋賀県、京都府、大阪府、兵庫県、奈良県、和歌山県を指す。",,,,,,100.00%,,,,,,,,,,,map_27210.png,,,1,,,1,1,1,1,枚方市,RM__Kansai,bnr-twitter-kansai-pc.png,bnr-twitter-kansai-sp.png,,,,,,,,,,,,,,,,,,,,,,,1053,q_img_1_pc.png,q_img_1_sp.png,84,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,1200,q_img_2_pc.png,q_img_2_sp.png,84,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,1
osaka_27207,osaka_takatsuki,osaka,27207,大阪府,高槻市,kv_27207.jpg,kv_cth_kansai_pc.png?231212,kv_cth_kansai_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。関西エリアとは、滋賀県、京都府、大阪府、兵庫県、奈良県、和歌山県を指す。",,,,,,99.98%,,,,,,,,,,,map_27207.png,,,1,,,1,1,1,,高槻市,RM__Kansai,bnr-twitter-kansai-pc.png,bnr-twitter-kansai-sp.png,,,,,,,,,,,,,,,,,,,,,,,1053,q_img_1_pc.png,q_img_1_sp.png,84,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,1200,q_img_2_pc.png,q_img_2_sp.png,84,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,1
osaka_27205,osaka_suita,osaka,27205,大阪府,吹田市,kv_27205.jpg,kv_cth_kansai_pc.png?231212,kv_cth_kansai_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。関西エリアとは、滋賀県、京都府、大阪府、兵庫県、奈良県、和歌山県を指す。",,,,,,100.00%,,,,,,,,,,,map_27205.png,,,1,,,1,1,1,1,吹田市,RM__Kansai,bnr-twitter-kansai-pc.png,bnr-twitter-kansai-sp.png,,,,,,,,,,,,,,,,,,,,,,,1053,q_img_1_pc.png,q_img_1_sp.png,84,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,1200,q_img_2_pc.png,q_img_2_sp.png,84,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,1
osaka_27203,osaka_toyonaka,osaka,27203,大阪府,豊中市,kv_27203.jpg,kv_cth_kansai_pc.png?231212,kv_cth_kansai_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。関西エリアとは、滋賀県、京都府、大阪府、兵庫県、奈良県、和歌山県を指す。",,,,,,100.00%,,,,,,,,,,,map_27203.png,1,,1,,,1,1,1,1,豊中市,RM__Kansai,bnr-twitter-kansai-pc.png,bnr-twitter-kansai-sp.png,,,,,,,,,,,,,,,,,,,,,,,1053,q_img_1_pc.png,q_img_1_sp.png,84,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,1200,q_img_2_pc.png,q_img_2_sp.png,84,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,1
osaka_27202,osaka_kishiwada,osaka,27202,大阪府,岸和田市,kv_27202.jpg,kv_cth_kansai_pc.png?231212,kv_cth_kansai_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。関西エリアとは、滋賀県、京都府、大阪府、兵庫県、奈良県、和歌山県を指す。",,,,,,99.99%,,,,,,,,,,,map_27202.png,1,,1,,1,1,,1,,岸和田市,RM__Kansai,bnr-twitter-kansai-pc.png,bnr-twitter-kansai-sp.png,,,,,,,,,,,,,,,,,,,,,,,1053,q_img_1_pc.png,q_img_1_sp.png,84,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,1200,q_img_2_pc.png,q_img_2_sp.png,84,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,1
osaka_27141,osaka_sakai,osaka,27141,大阪府,堺市,kv_27141.jpg,kv_cth_kansai_pc.png?231212,kv_cth_kansai_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。関西エリアとは、滋賀県、京都府、大阪府、兵庫県、奈良県、和歌山県を指す。",,,,,,100.00%,,,,,,,,,,,map_27141.png,,,1,,,1,,1,,堺市,RM__Kansai,bnr-twitter-kansai-pc.png,bnr-twitter-kansai-sp.png,,,,,,,,,,,,,,,,,,,,,,,1053,q_img_1_pc.png,q_img_1_sp.png,84,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,1200,q_img_2_pc.png,q_img_2_sp.png,84,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,1
osaka_27102,osaka_osaka,osaka,27102,大阪府,大阪市,kv_27102.jpg,kv_cth_kansai_pc.png?231212,kv_cth_kansai_sp.png?231212,"※1 2023年9月時点。人口カバー率は、国勢調査に用いられる約500m区画において、50%以上の場所で通信可能なエリアを基に算出
※2 携帯電話の事業別契約者数を、大手3キャリアはTCA（一般社団法人 電気通信事業者協会）の結果と自社データから算出。2023年6月と9月の結果に基づき契約数の増加数を算出し比較。関西エリアとは、滋賀県、京都府、大阪府、兵庫県、奈良県、和歌山県を指す。",,,,,,100.00%,,,,,,,,,,,map_27102.png,1,,1,,,1,1,1,,大阪市,RM__Kansai,bnr-twitter-kansai-pc.png,bnr-twitter-kansai-sp.png,,,,,,,,,,,,,,,,,,,,,,,393,q_img_1_pc.png,q_img_1_sp.png,83,※楽天モバイルユーザーのうち楽天モバイルメイン利用者が「絶対に乗り換えてよかったと思う」「乗り換えてよかったと思う」「どちらかといえば乗り換えてよかったと思う」と回答した割合,440,q_img_2_pc.png,q_img_2_sp.png,85,※楽天モバイル利用者が「毎月の支出を節約できる」に対して「とてもそう思う」「そう思う」「どちらかといえばそう思う」と回答した割合,
